Adhola,English
"Kareno gima dwoŋ chango jo Padhola jo mito mayo jo chiemo pajo, rupir jo Padhola i hongo ma yochien munyo jo ŋiyo gi lweny tek tek jo kodok jo bedo jo fur madongo.",
Yado ka jo Padhola jo neno ni dwe opor aka chingi dwe marachuch amuŋiyo malo to jo kidho mwonjo Omwa ni rupir ndirino silwany apa jo.,
"To ka dwe opor ma chinge maracham amutiŋere malo meno iwacho ni otiŋo chingi Omwa malo ko mwonji jo kosa kajo amajo mwonjo jo Padhola, jo amajo turo lweny no.",
Lweny ma kite me otero hongo ma lach swa to kelo kwoor ma dwoŋ tek tek bothi jo Padhola kod Banyole. ,
"To wok ibino pa Kakunguru chiegin yo oro 1890, lweny me kodok obedo kada dichiel.  ",
"Tundo pama, mere odoko dwoko bothi jo munyo jo nywomere kir gi nywomirok mungoye dhaw moro gye.",
OGUTI LOKERE JA PADHOLA,
"Ndir munyo Oguti oneno ni lim pere dit, aka iyadech ma Pokoŋo onyo diny rigo to kwayo jo dongo pere ti yeyogo chorirok yo Tororo kuma chango nitye jonono Bendo pere man madit.",
Oguti chango obedo dhano munywol go yo thenge ma Kachumbala i Teso District; aka yo koro bende ama go owok iye aka owotho to donjo i Padhola. ,
" Ja Bendo milwoŋo ni Milwen omunwaŋo Ogut i ger dhoki wor wor to dimo go to tero go pecho pere, to ketho go i oti padhako pere milwoŋo ni min Owaro. ",
 Ndirino Oguti onwaŋo fuod nyiyach muripo ripo.  Gime otimere yo Nagongera iyadech ma Pokoŋo.,
"Munyo onen ni Oguti nyath maber, ryeki aka odoko nitye kod men, to jo dongo jo chokere to jo penjo go kole ka mito lokirok ja Padhola kosa onyo mito dok yo thugin.",
"Gimo oriemo Oguti yo thugin won kiŋeyere, to ginago ripo bedo gimadwoŋ swa mumiyo go okun kichutho wok bothi wade pere.",
"Wok ndirino to lokere nyath ma pecho kendo ma ja Padhola, to chako lwoŋo Owaro ni Omini aka Milweni kod mini Owaro to jo bedo baa mere kod mini.  ",
"To go kwero ni kinyal odoko dok wok paka chango jo thugin jotieko riemo go.  Ri ameno titero Oguti i migam to kwoŋere iye ka wacho ni otieko lokirok ja Padhola kichutho, ti lamo go imigam no, ti gwero go kod yen malweny.",
"Milweni to nywomo ri Oguti mon adek: Abotha meno obedo nyaja Ramogi, kod Nyagoli gi Nyakuya nyir Morwa Sule. ",
" Jo Padhola to jo mito Oguti swa riwach ma men pere yo lweny, mayado go asa lwenyo gi men pere gye",
" Kendo ri kiyaka mayado iyaka gigipiny yo lweny, Oguti bende chango oyaka dhok madit yo lweny to kelo rigo ŋaŋo gi medo nywomo mon madit swa.",
Rumachien munyo Oguti oŋaŋ to kwayo jo nono pere ni oyey go lwoŋo ye jo thugin man bende jo obin jo bed gine i Padhola.,
Ti yeyere gine to kelo jo thugin man to jono bende jo lokere jo Padhola ma nono jo pa Bendo. .,
"Ji me bende to jo Padhola yeyere gijo bedo, ti chwoko nyingi jo ni Omia rupir chango jo wok yo thenge ma Kenya milwoŋo ni Mumias.",
"To Oguti iloko go bedo ja dwoŋ pajo, kareno imito ni go amunyuth ji me kula kod tim ma Padhola.",
" Ji me bende to jo lokere jo Padhola kichutho, to jo chako nywomo nyir jo Padhola gi donjo i nonin ma Padhola mu pokere opokere.",
Me achako bino pa ji mawok yo District ma Teso donjo i Padhola,
" Ka, amunyo ji man majo wok thenge ma Kenya aka jo winjereye dhodhok kod ji ma chango Oguti oomo jo yo Teso, bende to jo chako bino pere pa jagin pere.",
nen Siro 5,
"Ri ŋeyirok machango Oguti oŋeyere iye yo lweny, munyo Kakunguru otieko turo piny me aka onyo iketho rwodhe Oguti bende timiyo bedo rwoth .",
To tho i oro 1912.,
Ri kayo chinge machango wode okayo. ,
Majanga chango baa mere i lwoŋo ni Kinara ja Nyapolo Ogule,
"  To rupir chango baa mere otii aka ja chandi, omin baa mere mi lwoŋo ni Akure amunywomo rigo; kareno kutho Majanga odongo pere kakwayo rigo dhoki aka omito go swa pa nyath pere won",
"To wok chon chango Majanga oneno paka nitye kod gi moro iwiye pa jwok, ma kowacho ni gi moro ya timere to gino timere atima ameno",
"  Obedo ndir moro kuma jo kidho dwar, Majanga owacho ni nyawoti gin achiel Nyielo ya neko",
"  Wadi jo ko yeyo; to rigiraura madwoŋ ka ni kidho poyo, Nyielo to neko ŋato",
"  Odoko ruman owacho ri ji ni nitye ogwaŋ Kwach neko nyako moro ka moro, ka ni kidho kenyo onwaŋ nyako no otieko kir tho",
"  I lweny bende yado kowacho ni kidh win kumanyo, ko kidh thenge no tituro lweny, to kowacho ni kononi kada wikidho i bino turo win, apaka bende bedo",
  Ri ameno to ji gye chako lworo Majanga gi miyogo dwoŋ gi winjo wach pere,
I wacho ni nitye ndir ma Majanga orwenyo makinen tieko ndelo maromo abiriyo,
"  To munyo onwaŋ, ti penjo kumago owok iye, to kwero wacho rijo kwanyo woko ni kajo kelo rigo koŋo kod wot gwendi",
  Kumo okel gigipiny me totero jo yo lul Tewo (Nyakiriga) towacho rijo ni me atele ma kabedo manyien pa Bura ,
Yado chon onwaŋo,
  Bura bedo i tele man yo Nyawiyoga,
  To chowo Bura gikenyo; to wok ndirino to Majanga bedo ja tel ma chowo Bura,
" Paka ichowo Bura nen Adech III, Siro 2",
Majanga to limo dwoŋ madit ri kwom gigipiny me gye,
"  Kendo chango obedo ja lweny mamisen swa, ama bin telo kir ji yo lweny",
"  Kir Akisili gye (nen Adech III, Siro 8), to bedo jatel mere",
" Ndiri ma Kakunguru donjo i piny me gi turo, onwa?o Majanga onyo obedo jadwoŋ m'oti",
  To kada ameno otemo wacho ri jii ni joyikere ri lweny no; to rupir jo nicha chango jo lwenyo gi mundu amumiyo otur jo ma piyo piyo,
" Rumachien pa bino pa Kakunguru, Majanga obedo hongo manok to tho i oro chiegin 1905",
SIRO 5,
PADHOLA KOD ADHUM 1890-1958,
Wok chuka tur lweny pa jo Ngaya jo Magere jo dok jo ko bino lweny kod jo Padhola,
"  To rumachien ma oro kweth to wach winjere ni nitye kweth mudoko bino, aka jonago jo lwenyo gi gimaneko aneka dhano gi bor aka Odoko mor swa, ni jonago jowok yothenge ma Misowa kod Bugwere",
  Me abino pa Semei Kakunguru,
  Go aja Waganda machango owotho gi wadi aka jo turo piny ma Eastern Province ri adhum pa jo makwar; ndirino jo lwenyo kod mundu,
"  Jo donjo i piny me chiegin i oro 1890, to jo Padhola jo Chwoko jo ni Magere",
"  Jo Padhola ma chuka chiene onwaŋo fuod ko tur jo i lweny moro gye, rume ama otur atura jo kichutho",
"  To jo chako kwoŋirok kod lweny gi Magere majo lwenyo kod mach!  Ndirino ja lweny machon madwoŋ, Majanga, onwaŋo fuod nitye to kareno go otii tek tek",
"Munyo Kakunguru otieko turo Padhola to chako ketho adhum makite ma yo pajo yo Buganda, kareno yiko yo ri adhum pa Bungereza (British)",
"  To ketho jali milwoŋo ni Eria Nsubuga telo adhum maPadhola; ndirino i lwoŋo go ni Agent ma Padhola, to Kakunguru won dok yo Mbale",
"  Eria open tiyirok kod jo dongo Bura, jodongo Akisili kod jo dongo machango jo telo lweny, ama go okutho omiyo jo bedo jo radhum pere",
"  Oloo Majanga mu bedo wod pa ŋata chango oŋeyere tek tek i gigipiny me gye, ti miyo go bedo paka ja Saza, matero rwodhe wad gye",
"  To Gombolin mere ti ketho ji me: Okech Okeya, Mulanda; Oloo Otaba, Nyawiyoga; Oguti, Tororo aka munyo otho to Samwiri Dinga lunjo, rwoth pere; Palinyaŋ Merikiti kod Molo, aka munyo onek go to Makode lunjo ka pere; Oluli; omin Palinyaŋ Kidoko, aka munyo otho tiketho ja Mugwere mi lwoŋo ni Mulyambuzi; Kayinja Majanga, Nagongera, kodi Kirewa; kod Owondo, Kwapa",
"  Jome ama jo bedo rwodhe marapena, to rumachien odoko okidhi ki baro dier Gombilin 1oko mathindo thindho ti medo ketho rwodhe man",
  Kendo kis rwoth me yado tiyo kod jo magere ma jo konyo go,
"  Eria Nsubuga won kod Oloo Majanga ndiri no jo bedo Nagongera, amubedo, tindi maradhum madwoŋ",
"To, Oloo Majanga konyalo tiyirok kod Eria, ka wacho ni, ""Wendo awenda kinyal dhuman, kosa oran ni maki ŋatin mungoye wach ma ŋato otimo; ni kole ka ja Magara no mito chiemo owach adhir rigo chiemo to ma kiwene dhuman pa jago pere!""",
"Oloo chango ger, aka komito kite adhum manyien me ma magere jo kelo",
"  Omito ni ji pere jo obedi i siem manya chon, ma medho amedha kod kisangala",
  Ri ameno to magere jo riemo go iyadhum,
"  To munyo oriem Oloo, to piny gye jo kwero winjo adhum, ri ameno ti mako go tikidho i tweyo go Jinja",
  Koro amudwoko iye to bedo nyaka math to tho,
"Ndiri munyo oriem Oloo Majanga, onwaŋo Eria paro ketho Okech Okeya lunjo ka bedo no",
"  To jo Nyapolo jo ko yeyo, kajo wacho ni dwoŋ no apa jo kiripi nono man odoko obed iiye",
  To odoko Eria onwaŋo paro ketho ja pa Bendo mandirino ja Gombila ma Nagongera ma magere ndirino jo chwoko nyinge ni Sabakaki,
"  To gimo mieno go, to ere mito nyako ma nyamin Oloo Majanga milwoo ni Nyaruwa, munwaŋo fuonjere pa Perikeki ndir munyo nyaka jo tundo Nagongera kumanitye ",
 Mission pama,
"  Jo Nyapolo to jo osa go both Eria, titweyo go yo lweny, to tho gi yo Kisumu i oro 1917",
"  To wok ndirino kodok oketh ja Saza, to bin Eria won bedo paka Agent ma Padhola aka odoko bedo paka ja Saza mere",
  Aka bin rwodhe jo Gombila i dimo jo tich paka ja Saza mathumo banjin dwe achiele chiele,
"I oro 1927, Eria okwayo ywomirok wok i tich maradhum; ndirino Wasungu weg jo tieko nia? ipiny me",
"  To kidho i oti pere machango ogeto Bira, rumachien to tuki i oti pere man yo Mulanda",
  Kenyo amu wok iye to dok yo piny pajo yo Pamagara i oro February 1952,
  To tho i oro 25 May 1956; kareno go ja oro 99,
  Munyo Eriya oweyo tich to ja Magara man mi lwoŋo ni Mikairi Kiwanuka to bino lunjo ka bedo pere yo Nagongera paka Agent ma Padhola ioro 1928,
"  Ndiri munyo oketh Eria Nsubuga bedo Agent ma Padhola Rasito Mayanja bende oketh bedo Agent ma Bunyole, aka Mikairi Kiwanuka Agent ma Samia",
  To munyo okowi Kiwanuka yo Padhola to Ali Afende Awor to lunjo kabedo pere paka Agent ma Samia,
"Wok i oro 1929-1930, jo dongo Adhum jo paro wiro tindi mar'adhum kwanyo Nagongera tero Robongi mu par ni adier piny, to rumachien ti dok i geto Kisoko ayino",
  To Kiwanuka bedo ja dwoŋ adhum marapena bedo i tindi mar'adhum ma Kisoko,
Wok i oro chiegin 1925 jo Padhola joneno ni jo oli dhumirok gi jowiloka paka Agent,
  To jo chako kwayo gavumenti ni omiy jo ja Saza ma ja Padhola won,
"  To gavumenti paka tero gimoro moth, jo liŋa aliŋa gi ywak me tundo 14 September, 1936, ma Bwana District Commissioner, Budama, mandirino bedo Tororo ochoko jo Padhola to wacho rijo ni onyo pama joyeyere dimo dhano pajo won obedi ja Saza kandelo 23 September 1936",
"  To teko mudoko bino ame, riwach ma pa ŋata odim tero Saza:  ",
"Wooro pa rwodhe makis ja Gombila mito ni go ama wodim bedo ja Saza, to jo kelo nyuowo wiy ji",
"  Ji machango jo Padhola oyeyo jo bedo i Padhola paka wendo pajo, majo chwoko jo ni Omia (nen Siro 3), to jo bende jo chako piem ni dhano pajo amaripo tero Saza ma Padhola",
"  Aka teko ma pokirok dini, to bende donjo iiye",
"To gavumenti paro tek tek i kite ma turo teko me gye; ri ameno to idimo dhano ma kanywola ma Padhola to kareno otieko bedo i Padhola hongo malach wok thino pere gye aa, Samwiri Dinga",
  To onwaŋo i ketho go bedo ja Saza ma Padhola i oro 1938,
"  To jo Padhola jo koyeyere gine, kiri ndir munyo Provincial Commissioner ma Eastern Province obino Kisoko bino ketho Dinga i kom jo goyo motoka pano pajo kedho woko",
  Wok i hongo no to wach me chungo,
"Ri ameno to gavumenti, baro adhum ma Padhola diryo, thenge man ti lwoŋo ni West Budama tiketho Andereya Obeli wod pa Majanga bedo ja Saza",
"  Aka thenge man, ti lwoŋo ni East Budama tiketho Daudi Kakunguru bedo ja Saza mere",
  Gigipiny me otimere ka 23 November 1938,
"  To jo Padhola jo guti swa riwach ma baro adhumi pajo, gi thenge man miyo wendo pajo tero Saza mere",
"  Ri ameno ka 17 December 1938, to jo oro jomikwenda pajo kidho nenirok kod Chief Secretary, yo Entebbe, ka jo piemo ri wach me",
"Ndir ma lweny ma 1939-1945, otundo gavumenti owiro adhumbe manitye iyadech mathurin: 1941 onwaŋ District machango i lwo?o ni Budama District, kareno tindi mere bedo Tororo, tiriwo kod Central District machango wok i oro 1937 oriwo Bugwere District kod Bugisu District; ti lwo?o jo ni Mbale District aka tindi mere to bedo Mbale",
"  Ti lwo?o Tororo ni Tororo Division; amanyo tero Budama kod Samia, aka rwoth matero jo gye tiketho Andereya Obeli",
  Eria Ochieno to bedo ŋata luwo Andereya Obeli paka Deputy,
  Bugwere kod Bunyole ti lwoŋoni Bugwere Division; aka rwoth matero jo gye tiketho Ezekeri Kageni,
  Aka Danieri Mutaki ama luwo Ezekeri Kageni paka Deputy,
"  Ti turo jo Sazin gye munwaŋo jo nitye i Tororo Division kod Bugwere Division, tiweyo jo Gombilin kod jo dongo me kende",
"Pok adhum me okidho maber tundo i oro 1944, ama nywowirok madit dit odonjo iiye",
  To wok iiye chani man manyien,
"  I oro 1944, Andereya Obeli ma Tororo Division to tich pere chungo; tiketho Eria Ochieno ikabedo pere aka Semei Obonyo bedo Deputy",
"  I oro no won 1944, Ezekeri Kageni ma Bugwere Division to tich pere chungo; tiketho Danieri Mutaki i kabedo pere aka Paulo Sisye bedo Deputy",
"To i oro 1947, wach ma Sazin to odoko dwako",
"  Yo Samia tiketho ja Saza pajo marapena Samisoni Were mariwo Samia kod Bugwe, mu chwoki nyinge ni Samia-Bugwe",
"  Ka 3 January 1947 to doko i poko adhum ma Padhola diryo West Budama tiketho Andereya Ofumbi bedo ja Saza mere, kod East Budama tiketho Temusewo Mukasa bedo ja Saza mere, to kareno kezekiya Okowu amukutho kuro kabedo no paa Acting",
"  Saza ma West Budama Andereya Ofumbi odhumo tundo 30 May 1953, to tho, munyo fuod dhumo",
"  Ka 13 October 1953 tiketho Zefaniya Ochieŋ bedo ja Saza, ama fuod dhumo kiri pama",
"  Yo Saza ma East Budama, mati i lwoŋo ni Tororo ka 1 January 1949 tiketho Danieri Nyapidi lunjo ka bedo pa Temusewo Mukasa",
  To munyo owir Danieri Nyapidi ka 1 January 1954 bedo ja Saza ma Samia-Bugwe ti wiro Yakobo Munabi lunjo ka bedo pere,
"  To munyo owir Yakobo Munabi tero go yo Saza ma Budaka-Bugwere kareno Danieri Nyapidi bende ti loko go bedo Deputy Judge ma District Native Court Bukedi, tidimo John Kakoro bedo ja Saza ka 1 January 1956",
"  Rumachien to John Kakoro tich pere chungo, tidimo Yonasani Okello bedo ja Saza malunjo ka bedo pa John Kakoro, ka 1 July 1957",
"District machango oriwi i oro 1941, ti chwoko ni Mbale District, odoko opok kadi dek ka ndelo 4 November 1954; thenge man tilwoŋo ni Bukedi District matero Sazin awichiel; Pallisa, Budaka-Bugwere, Bunyole, West-Budama, Tororo kod Samia-Bugwe; tiketho Mr Dallimore bedo District Commissioner mere",
"  Thenge man ti lwoŋo ni Bugisu District, matero Bugisu gipi kod Sebei, aka Sazin aŋwen manitye iye; tiketho Mr Lindsell bedo District Commissioner mere",
  Aka adech matero tindi ma Mbale kende ti lwoŋo ni Mbale Township District ti ketho Mr  Lukyn-Williams bedo District Commissioner mere,
"Gimokelo poko tindi ma Mbale bedo paka District mu pokere ka kende aa rupir obedo piem i dier Bukedi kod Bugisu, kareno kis ŋata achiel kwom jo mitoni tindi ma Mbale odoki yo District pajo ayino",
  Ri ameno to gavumenti thwono jo gye to loko tindi Mbale bedo District machowere ka kende,
MAPO,
ADECH II,
WACH MATITO ADECH MARARYO,
"Adhola paka atito iy'adech marapena, chango owotho kod ji pere",
"  Ji me meg chango nyithindho pere won monywolo, meg wutiminigo meg wade pere; to kareno jogye jo lwoŋo Adhola ni baa jo",
  Rupir go amubedo jadwoŋ pajo kendo ja tel pajo,
  I ji me amowok iye nonini gye manitye Padhola pama,
  Amumiyo kisi nono no bende lwoŋo Adhola ni baa jo,
"Parere ni ikitipa pa Adhola chango nitye mon aryo madongo, Nyajura kod Oryaŋ",
"  Mon me jo nyalo bedo ni chango jo bedo mon pa Adhola won, amumiyo nyingi jo oasa wok malo bende loyo mon wadi jo machango jonitye ikitipa no",
"  Kiri pama nono meg paka Amor p'Olam, Amor Patikidiegi kod Amor Mugulu-Kasede, jopako nyingi mon me kajowacho ni, ""Won piny Nyajurya kod Oryaŋ""",
To kiyot ŋeyo ni ji ma mon me jonywolo won ajomene,
I Padhola pama nitye nonini pyero aryo kod aryo madongo,
 Nitye nonini meg mathindho thindho mafuod kiŋeyere maber,
  Manyutho ni jobedo jangi nonini man madongo aka jopokere kwomijo ihongo mafuod kokadho malach,
"  Giranena, paka nonini me: Lemera, Nyangwe, Wi-kenge kod Wi-lego",
To kareno inonini madongo no nitye paka nono Amor kod wad man odoko jopokere kinde mumore to doko jo chako nywomirok kada chango onwaŋo jo nono achiel kende,
  Gima chango kelo pokirok me obedo ama:,
"	Marapena, dhaw kod akwedi, me chango wok kwom poriŋiŋo kosa lee munyo ko nek, kipoko to kirom ka pecho kosa nono lach",
"  Amawok iye oti man jochako thwono jowotigin riŋo kajowacho ni ""Wajo pa ŋadin riwan lokere wanono giwin mawayaŋere riŋo?""",
"Ri ameno jomo thwonijo to jo mako nge to jo dhaw kajo wacho ni, ""Aneni win jopaŋadin paka jodak wan aka onyo jo kwedo wan riwach riŋo ariŋa, onyo wok pama apee!  Wapokere apoka swa, wakinono gi jo",
"  Wangi bende kawaneko mawan wakiyaŋere gi jo de be!""",
"	Mararyo, kwor, me chango wok ka oti man jo kwinyo aka joneko ji manono man",
"  Rupir chango manyachon ka nono man oneko dhano ma nono man, jowegi dhano monekino bende jobino to jo liwo dhano manono no kada ka moro to jo neko; meno achulo kwor",
"  Ra'meno konyo oti makoneko dhano no, kajo winjo ni joweg dhano jo liwo jo machulo kwor, to jo chako kwedirok kajo wacho ni, ""Athu denge wikiri wichul kwor bothi wan ayino, kidha kidha win yo paŋadin won majo neko dhano mewin, ŋey win ni wakinono gi jono de be, wajo paŋadin riwan!""",
Me agigipiny madongo aryo machango asa poko nono ma kada onwaŋo obedo achiel to poko jange mumore to jo chako kir nywomirok,
Chango chon kis oti manono bedo kod jadwoŋ mere maneno gigi piny matimere i oti no,
